Balda,RegCasa,place_id,Latitude,Longitude,Balda_Adj
المجدل,عكار,ChIJ9XZk8Ag3IhURGlbx4ezORtI,34.5699918,36.2164414,المجدل
المجيدل,جزين,ChIJq-3FPvzuHhURBIbuQZXdGcs,33.5170936,35.4409798,المجيدل
المحاربيه,جزين,ChIJfwvKWRrvHhURqtX_cU9psW4,33.5261505,35.4482483,المحاربيه
المحمرة,عكار,ChIJxVxNiK4hIhURLpYlPQhR98I,34.5055845,35.9650677,المحمرة
المختارة,الشوف,ChIJz4gLHH7fHhURwnhAZBIjH44,33.6588474,35.6140621,المختارة
المدور,بيروت,ChIJfWc6FzYXHxURHAQJQf9wYCI,33.8782007,35.485147,المدور
المراديه,كسروان,ChIJucF6nhlFHxURwh73SMw-lO8,34.070972,35.7114538,المراديه
المرج,البقاع الغربي,ChIJF90YhPcyHxURloOZyay-Ipw,33.7616036,35.8835437,المرج
المرداشة,بعبدا,ChIJvRo2GD4YHxURwPNCRjt8jL4,33.822961,35.5432955,المرداشة
المرفأ,بيروت,ChIJRTdKDPAWHxURj-d6St9_xR0,33.9045303,35.5344274,المرفأ
المروانية,صيدا,ChIJq2ziVn7tHhURIkWi-l31ZV8,33.4549085,35.393016,المروانية
المروج,المتن,ChIJZY3eEu43HxUR2qFSlI-B_FM,33.9111275,35.7528994,المروج
المريجات,عاليه,ChIJ1WtG0VwxHxURKPF1-ouAHEg,33.8088874,35.817497,المريجات
المريجة,بعبدا,ChIJgzKFQM8ZHxURRAEFBZwSVLQ,33.8352863,35.5123853,المريجة
المزرعة,بيروت,ChIJBY6zwBcXHxURbL39gKUh3n0,33.879704,35.5021534,المزرعة
المسعودية,عكار,ChIJrcr5zoMvIhURLCFBUm1VHnM,34.6055452,36.0490354,المسعودية
المسقى,المتن,ChIJzTdXl_s9HxURgdB7o1Rt37s,33.900939,35.57329,المسقى
المشرع,المتن,ChIJ3--h2vM4HxURqkquX14OGSQ,33.9222939,35.6895054,المشرع
المشرف,الشوف,ChIJx_dWMHXiHhURMt9Gn1BI8FQ,33.7143942,35.4680279,المشرف
المشرفه,عاليه,ChIJ95aHjH0kHxUR6h3Zmf_K6pU,33.7587221,35.6559678,المشرفه
المصيطبة,بيروت,ChIJ1-MWszwXHxURPi__tWsO-Ls,33.8836288,35.4955335,المصيطبة
المطلة,الشوف,ChIJM8f5c8ngHhURFKTIzrnky8c,33.6109677,35.5408033,المطلة
المعاصر,الهرمل,ChIJMX-R2MpGIhURehBrRPOlQYs,34.4292511,36.3254905,المعاصر
المعمرية,صيدا,ChIJ09IrSxXyHhURZ59aHJ5tlFM,33.485036,35.369757,المعمرية
المعنيه,الشوف,ChIJfzt0wnDkHhURxPIRn7fWfVM,33.6298266,35.4471367,المعنيه
المعيصرة,الهرمل,ChIJ344XfZpsIhURHIc5AKZx2GE,34.2762355,36.2927819,المعيصرة
المعيصره,كسروان,ChIJY177fvpEHxUR0uDVWqs5p_E,34.0709961,35.6862654,المعيصره
المغيرية,الشوف,ChIJ_-P7HzjkHhURYDObCnCQeWc,33.6031583,35.4576264,المغيرية
المقيبلة,عكار,ChIJKTQ7_6xMIhURjgO36RxLjyQ,34.646031,36.3576539,المقيبلة
المكلس,المتن,ChIJDyH2lLcXHxURmsQgosH3X-s,33.8676662,35.5427979,المكلس
المكنونية,جزين,ChIJmxJ_TeHnHhURGAlhk0kF7cE,33.5290393,35.548672,المكنونية
المناره,البقاع الغربي,ChIJ31yUMHwrHxURwALS_hHmIFA,33.6465688,35.8779857,المناره
المنصف,جبيل,ChIJDzyrZw5cHxURDpDwgadOvRU,34.1808839,35.6445588,المنصف
المنصورة,البقاع الغربي,ChIJGX2mlbouHxUR-gcU9mJK_8Q,33.6811387,35.8156062,المنصورة
المنصوري,صور,ChIJJ1JByuV_HhURZkyimciqoos,33.1784509,35.2063653,المنصوري
المنصورية,المتن,ChIJ1XE4_WI9HxURjE2_j8QUmF4,33.8577543,35.5684338,المنصورية
المنيه,المنية,ChIJOyZjwfMfIhURxlt50KgXJIU,34.4788556,35.9325815,المنيه
المهاتره,طرابلس,ChIJL9qBtKb2IRURfkb-XX1mVVo,34.4336706,35.8441987,المهاتره
المياسة,المتن,ChIJRaqMBIE4HxUReFLmpDO15LM,33.941313,35.6929013,المياسة
المية ومية,صيدا,ChIJX9XQZtbvHhURApq8KA7-fGg,33.5429877,35.3975321,المية ومية
الميدان,جزين,ChIJU9-OqF_nHhURyH4VShhPn-I,33.5803079,35.5636807,الميدان
الميناء,طرابلس,ChIJxWJQnOHzIRURA4aVS13DGCU,34.4510944,35.8107482,الميناء
الناصرية,زحلة,ChIJzQxNxhG3GBURIl--03-e_Mk,33.8625876,36.0605583,الناصرية
الناعمة,الشوف,ChIJmxkW_rQdHxUR8vOBAdnMWIw,33.7489379,35.4534798,الناعمة
الناقورة,صور,ChIJO4HyORDUHRURMBpBUea3lik,33.1182896,35.1398656,الناقورة
النبطية الفوقا,النبطية,ChIJFWvEfZaUHhURbCHo6T1-2wY,33.3635336,35.4942229,النبطية الفوقا
النبي ايلا,زحلة,ChIJGRDwAg-1GBURCt5FKMuFu3M,33.8904335,35.9506096,النبي ايلا
النبي رشاده,بعلبك,ChIJBcmTwjGuGBURDmnL-eUbohw,33.9949018,36.0389768,النبي رشاده
النبي سباط,بعلبك,ChIJDRkgHcKiGBURlH8VpBmJqjA,33.9366127,36.2357976,النبي سباط
النبي شيت شرقي,بعلبك,ChIJnWkdYo25GBUR3HPz4mdZGDQ,33.8723008,36.1127818,النبي شيت شرقي
النبي عثمان,بعلبك,ChIJrWM3DGZuIhURqiITKXJZ1tQ,34.2128467,36.3665258,النبي عثمان
النبي يوشع,الضنية,ChIJqUAfG74fIhURhFNGsAcz4rI,34.4622521,35.9416702,النبي يوشع
النجارية,صيدا,ChIJzbfgCKzzHhURWhoIjamjT-g,33.4830029,35.3383954,النجارية
النخلة,الكوره,ChIJgWIuFQD6IRURgo2CVQhR-g4,34.365013,35.826657,النخلة
النفيسة,عكار,ChIJtcnrdtUkIhURiPJgSqAQN1M,34.5477167,36.0868649,النفيسة
النقاش,المتن,ChIJMTjLpkE-HxURVs19zNQqLl0,33.9224589,35.5914275,النقاش
النميرية,النبطية,ChIJS3sZoVHtHhURggG3CtUWrFE,33.4230066,35.3989302,النميرية
النوري,طرابلس,ChIJNSU76Kb2IRUROhpmY3jcLUo,34.4348965,35.8429465,النوري
الهبارية,حاصبيا,ChIJ6ddd5VfGHhURkpwkp8-edOs,33.3668785,35.6976596,الهبارية
الهد,عكار,ChIJNfKJ0sE2IhURvCQYep1ZR8M,34.6046038,36.1973595,الهد
الهري,البترون,ChIJKw8xWhPjIRURELTUNQDW0j8,34.3066374,35.7129888,الهري
الهلالية,صيدا,ChIJi398sP3vHhURDNaaX90E7KM,33.5683096,35.3923303,الهلالية
الهيشه,عكار,ChIJeW_t58lMIhURae-_GvXTadU,34.63739,36.3720752,الهيشه
الوردانية,الشوف,ChIJS6Fn2ffkHhURnHCV-ucTLgI,33.6124833,35.434051,الوردانية
الورهانية,الشوف,ChIJOcXjsqAmHxURnIx2ny_vd8s,33.7180302,35.6697898,الورهانية
الوزاني,مرجعيون,ChIJ-97PMJC-HhUR1A-DtifoLws,33.2770721,35.6214726,الوزاني
الوسطاني,صيدا,ChIJl4Ue9T_wHhURhhD_ueNBHhg,33.5570691,35.372948,صيدا
اليمونه,بعلبك,ChIJx9mF3cOpGBURWtE_NkZC8QU,34.1291398,36.0281439,اليمونه
اميون شرقي,الكوره,ChIJ-bhZGfH7IRURkhr9ZcThyGc,34.2990156,35.8088748,اميون شرقي
انصار,النبطية,ChIJnSGgfjiMHhUR3lUfXBZqcBw,33.3793266,35.3544755,انصار
انصارية,صيدا,ChIJWcyAlaGLHhURVI8Cr1uIgPk,33.4127623,35.2791973,انصارية
انطلياس,المتن,ChIJDcR-RGs-HxURLGVc2zigKWQ,33.9170533,35.5886809,انطلياس
انفه,الكوره,ChIJV2d7JNfkIRURpENC5yDijeM,34.355177,35.7320091,انفه
اهمج,جبيل,ChIJH0j2jR1RHxURpjJ8x07peW0,34.121721,35.7850306,اهمج
ايزال,الضنية,ChIJlzfDeBccIhUR7u4B2qTsIUM,34.3805637,35.9833994,ايزال
ايطو,زغرتا,ChIJsbWbgJwCIhURwBLrGAEhLEo,34.3078709,35.9204267,ايطو
ايعات,بعلبك,ChIJkdh0Y96mGBUR0tfxFs3WTOM,34.0374939,36.1754011,ايعات
ايعال,زغرتا,ChIJT9tEjOD3IRURiO_jMxz2XI4,34.3622667,35.9123736,ايعال
ايلات,عكار,ChIJ8YzpNUA7IhURDrtjEcWTK7k,34.5192738,36.1098004,ايلات
باب مارع,البقاع الغربي,ChIJ7SPg8RPZHhURHuHvJHqeg3E,33.5823401,35.68129,باب مارع
باتر,الشوف,ChIJIewL_PLeHhURmEf657BylFU,33.6012735,35.618074,باتر
باتوليه,صور,ChIJraxx99SAHhURQlrX5v0bwiE,33.2254264,35.25531,باتوليه
باريش,صور,ChIJK2W62n2FHhURnv-LH8-ouUQ,33.2728995,35.3527517,باريش
بافليه,صور,ChIJqxq63GeFHhUR-iIEPICA9hM,33.260832,35.3669154,بافليه
بان,بشري,ChIJIwcATlICIhUR1OnVgZe8cKQ,34.2764473,35.9553723,بان
ببنين,عكار,ChIJv0V9doMhIhURdmshFTaunyA,34.4989544,35.9939931,ببنين
بتاتر,عاليه,ChIJjdZ-qZ8jHxURSpZkNksfWCk,33.7674509,35.6337911,بتاتر
بتبيات,بعبدا,ChIJJa6km086HxUR3HerpII0bss,33.8351897,35.7070288,بتبيات
بتدعي,بعلبك,ChIJDYe8RYOnGBURzKR0PRAQ7uw,34.1003778,36.1282821,بتدعي
بتدين اللقش,جزين,ChIJlYnw63rnHhURoqr33ZTJx_c,33.5691244,35.5565058,بتدين اللقش
بترومين,الكوره,ChIJS4FtzA36IRURqpAXM4A8FQ0,34.3657164,35.8094944,بترومين
بتعبورة,الكوره,ChIJMZ1sluD8IRURkJUX6KbOl_4,34.2746203,35.7634839,بتعبورة
بتغرين,المتن,ChIJ_ZStIwJIHxUROBTjuh8ubxk,33.9284522,35.7466215,بتغرين
بتلون,الشوف,ChIJm2m4oy4hHxURBmgUtJXQ44Y,33.6960251,35.6504881,بتلون
بتوراتيج,الكوره,ChIJmV38IFb3IRUR_GwDB1qjc_c,34.3634262,35.8350131,بتوراتيج
بجه,جبيل,ChIJAS2C8o1ZHxURUjIf2N8Hg5Y,34.1801202,35.714603,بجه
بحبوش,الكوره,ChIJWcoRuaf-IRURyobs8XgMsCs,34.2764685,35.8298231,بحبوش
بحديدات,جبيل,ChIJpyQ-T09aHxURmpIpFP2txLw,34.148764,35.7069818,بحديدات
بحرصاف,المتن,ChIJbUNA7N44HxURxNIG0DeuoNU,33.916577,35.6714807,بحرصاف
بحمدون,عاليه,ChIJPc-IvlA7HxURgBIygAtaCFg,33.8088596,35.6599267,بحمدون
بحنين,الضنية,ChIJ94VPw7QhIhURNrdP9RhB1rc,34.4983032,35.9595006,بحنين
بحويتا,الضنية,ChIJC7ggW90cIhURPBwBM42d3ms,34.3369728,35.9688097,بحويتا
بخعاز,جبيل,ChIJu-eu11dZHxUROo1ktsj2YWY,34.1888525,35.6694241,بخعاز
بخعون,الضنية,ChIJazOoyjoZIhURPgZrICXfduM,34.4089966,36.0145689,بخعون
بدادون,عاليه,ChIJ3aJpbnQYHxUR6S1FloiY_o4,33.8114575,35.5683403,بدادون
بدبا,الكوره,ChIJf7QfjSL6IRURaIzuxEzLz5w,34.3482456,35.8195906,بدبا
بدغان,عاليه,ChIJvUjds8YkHxURcrgWaM3TEXg,33.7678879,35.6708305,بدغان
بدنايل,بعلبك,ChIJFW4zboi0GBURElDOMcWJ9bU,33.9124161,36.0143559,بدنايل
بدياس,صور,ChIJwVS3h8qIHhURxkN-izIZimM,33.3119754,35.3001075,بدياس
بر الياس,زحلة,ChIJcWq7bjwzHxUR7prHPRg4bDo,33.7728148,35.8979003,بر الياس
برباره,عكار,ChIJUZCwPTg3IhURWscIL-n2vdk,34.5731555,36.1880241,برباره
برتي,صيدا,ChIJmdBurc7oHhUREmHuMhp1ME0,33.5208835,35.4842994,برتي
برج الشمالي,صور,ChIJPVemYg2HHhURDDlMyv-vUiE,33.2625533,35.238832,برج الشمالي
برج العرب,عكار,ChIJf2hxl-YjIhURtoEdZu4ECbo,34.521182,36.0093215,برج العرب
برج الملوك,مرجعيون,ChIJ6cKmSoCVHhURpBq6rGSNTYU,33.3243796,35.5632909,برج الملوك
برج اليهودية,الضنية,ChIJ1a0nT3v1IRURYNq1qv7fIYM,34.4636816,35.9087891,برج اليهودية
برج حمود,المتن,ChIJJ96WL0EWHxURbAS61GhOozM,33.8937575,35.5405925,برج حمود
برج رحال,صور,ChIJi7rXC72IHhURLtosNjKRFO8,33.3096332,35.2824709,برج رحال
برج قلاويه,بنت جبيل,ChIJn2cRk2-QHhURRqOZFW_LDNI,33.2652562,35.4245305,برج قلاويه
برجا,الشوف,ChIJIeTk9prjHhURaPN55YeTn9Y,33.6491608,35.4434673,برجا
برحليون,بشري,ChIJmxxaDjD_IRURwinM5hv1G_M,34.2603309,35.8834116,برحليون
برسا,الكوره,ChIJvbYiEzT3IRURkk48BF53sh0,34.3876498,35.832167,برسا
برعشيت,بنت جبيل,ChIJ7eVTf5EnHBURqPSSG-iK73g,33.120546,35.4335309,برعشيت
برغز,حاصبيا,ChIJMUUNNmTBHhURQhXH8cbr5uM,33.4139899,35.6246671,برغز
برغون,الكوره,ChIJ2UPEGNPiIRURGXFdgdVruJc,34.2990173,35.808876,برغون
برقا,بعلبك,ChIJEVkgaiUJIhURogNgU-ZmTds,34.1714657,36.142225,برقا
برقايل,عكار,ChIJyTyD30QiIhURSLEHPR6XSb4,34.4773188,36.0337623,برقايل
برمانا,المتن,ChIJbTO4Y6c-HxURSEwqlT8tX78,33.8852731,35.6386901,برمانا
بريتال شرقي,بعلبك,ChIJWVsIxju7GBURXiOTeqs6KhM,33.9348644,36.1480826,بريتال شرقي
بريتال عين البنيه,بعلبك,ChIJIaCKYy-9GBURVnuUhU3JDGc,33.9115403,36.2268971,بريتال عين البنيه
بريتال عين الجوز,بعلبك,ChIJMTGmmPGWGBURRtlt6PvVxj4,33.8389099,36.3149744,بريتال عين الجوز
بريح,الشوف,ChIJ8Q93IawmHxURJgQHz19ym9w,33.7162724,35.6584592,بريح
بريسات,بشري,ChIJx6Wwk40BIhURKKTa62TZ53w,34.2412987,35.9408488,بريسات
بريصا,الهرمل,ChIJX-iZ3tpGIhURmk6LtlsoYWA,34.4434186,36.316182,بريصا
بريقع,النبطية,ChIJlfqBageOHhURXl9acFz5fSk,33.3423973,35.3838945,بريقع
بزال,عكار,ChIJK6PBQV4iIhUR9h9GnN2jMxQ,34.4687988,36.0418343,بزال
بزبدين,بعبدا,ChIJN4u-zOc5HxURGDzh_S053YE,33.8716007,35.7307225,بزبدين
بزبينا,عكار,ChIJlQFyQ585IhURdlsIDZSc1BA,34.5147691,36.1971696,بزبينا
بزحل,كسروان,ChIJD1BAGiBFHxUR8n72a90IWtI,34.0799668,35.6979292,بزحل
بزعون,بشري,ChIJueS957r4IRUR8HHQk6NSXpw,34.2506515,36.0117322,بزعون
بزمار,كسروان,ChIJu0ITdx1HHxURisZhPWsEfaQ,33.9872473,35.6828158,بزمار
بزيزا,الكوره,ChIJXW6W6Rj8IRURODD-Z-xwGlI,34.2727144,35.8210686,بزيزا
بزيون,جبيل,ChIJxR8C8BNQHxUROOS9sbSXmsk,34.0985133,35.7547793,بزيون
بسابا,الشوف,ChIJNxsQXbLgHhURzLXgY2tMWCY,33.6039389,35.5533485,بسابا
بستيات,صور,ChIJA6qi0ZmPHhUR-lu05mELF5k,33.2900999,35.3570415,بستيات
بسري,جزين,ChIJKcnlKhLnHhURfHDqK8-K7So,33.5788778,35.5385603,بسري
بسرين,عاليه,ChIJ_YGkqJAjHxURNGatz9qYs9Q,33.7584845,35.6375362,بسرين
بسكنتا جنوبي,المتن,ChIJtdH7cq1JHxURptRzlhOUEr4,33.9440185,35.7865408,بسكنتا جنوبي
بسلوقيت,زغرتا,ChIJKcxWvyUDIhURflLKMyR-hMw,34.3080964,35.9656026,بسلوقيت
بسوس,عاليه,ChIJzZ65k7oiHxURpNJkMZf5K6c,33.8162646,35.5785572,بسوس
بشامون,عاليه,ChIJnRElGt0YHxURCI1JA-44wd4,33.7821927,35.5312037,بشامون
بشتفين,الشوف,ChIJBVkkqJwfHxURTNujrmvcWMI,33.7130865,35.5542721,بشتفين
بشتليدا وفدار,جبيل,ChIJLw1qOPlaHxURhL06b-xB3Gg,34.1323938,35.7032451,بشتليدا وفدار
بشتودار,البترون,ChIJ9f9mO-X9IRURsvkkOMeMWb0,34.2242324,35.8190369,بشتودار
بشعله,البترون,ChIJvZbiMwZWHxURnsD19xz8fuk,34.2028478,35.8249318,بشعله
بشلي,جبيل,ChIJb8zA9cVaHxURDLyJI3tZGJU,34.1022016,35.7194215,بشلي
بشمزين,الكوره,ChIJ2wxVHL37IRURWHg_FExp_Ik,34.320184,35.7971367,بشمزين
بشنين,زغرتا,ChIJK0U39tr5IRUR9vujFG58QHE,34.3479375,35.8588774,بشنين
بشوات,بعلبك,ChIJ712agQEJIhURoImJ0fcpyYc,34.1502528,36.1353965,بشوات
بصاليم,المتن,ChIJv_I8sH4-HxURrkrparsBNPE,33.9014285,35.6048965,بصاليم
بصرما,الكوره,ChIJ_Wl9z5r5IRUR1P48mRZPFvY,34.331079,35.8395803,بصرما
بصليا,جزين,ChIJEzumufzoHhURoOBGitiOcW8,33.501103,35.5118925,بصليا
بطحا,كسروان,ChIJXxJZ0y5HHxURlpQk5FfDZ9w,33.9862799,35.6601166,بطحا
بطرام,الكوره,ChIJl1IiEsv7IRUR-Ek8eIIqhk8,34.3312551,35.8099578,بطرام
بطرماز,الضنية,ChIJb-Xr6u8YIhURku26EqDeoSs,34.4229694,36.0337088,بطرماز
بطشيه,بعبدا,ChIJVYg6uj0YHxURoLd53PSn2QA,33.8256828,35.5443161,بطشيه
بطمة,الشوف,ChIJQ1xTrpwgHxUR_J566gjdpmM,33.6612486,35.6209921,بطمة
بعاصير,الشوف,ChIJQTiwWLzjHhURUFGW2aJFwjc,33.6584991,35.4481083,بعاصير
بعبدا,بعبدا,ChIJ5eUiVB8YHxURGGOvH8tX0zc,33.833797,35.544145,بعبدا
بعبدات,المتن,ChIJqcvhrWo5HxURJg_5K6qwlIA,33.8919523,35.6757536,بعبدات
بعذران,الشوف,ChIJJ_EG3T_fHhURFDSHEO5PDVk,33.6363201,35.6191001,بعذران
بعلشميه,بعبدا,ChIJC8avu6g8HxURgpOwuBeTvhk,33.8127428,35.648708,بعلشميه
بعلول,البقاع الغربي,ChIJw-F6zo3XHhUR7sZhn2tgKKg,33.590695,35.7492549,بعلول
بعورته,عاليه,ChIJ-yZ7SYseHxURBLDreE0UqkI,33.7397763,35.4997263,بعورته
بفروه,النبطية,ChIJQ63qXw7tHhURmuUsTRSvbE8,33.4346795,35.4223922,بفروه
بقاعصفرين,الضنية,ChIJh3h69t8bIhUR8gbHqv4PoIE,34.3763652,36.0250762,بقاعصفرين
بقرصونا,الضنية,ChIJe3h94ncZIhURkKk7jnKWLec,34.3791072,36.0451139,بقرصونا
بقرقاشا,بشري,ChIJgWNZEVUBIhURvInadkDCm7g,34.2405813,35.9965816,بقرقاشا
بقسطه,صيدا,ChIJgSiTFmflHhUR_n7bp-Z5NmM,33.5791192,35.406249,بقسطه
بقسميا,البترون,ChIJM6W61xT9IRURkiUdQDgxMqA,34.2515373,35.7653779,بقسميا
بقعاتة عشقوت,كسروان,ChIJ6feYwQZGHxURrH3N1pN5XQ0,34.0030876,35.7284749,بقعاتة عشقوت
بقعاتة كنعان,كسروان,ChIJ9QC37e1IHxURaryYkDz-AgA,33.965885,35.7647562,بقعاتة كنعان
بقنايا,المتن,ChIJM1JQVXU-HxURJAAgf6VVDy4,33.9025425,35.5883239,بقنايا
بكا,راشيَا,ChIJ0ycYFSjVGBURfumscvURn6A,33.5937786,35.9248685,بكا
بكاسين,جزين,ChIJVax61JPdHhUR_GElJHC7j8A,33.5681475,35.5796757,بكاسين
بكفتين,الكوره,ChIJsVeAFgX3IRURNmGu5kL57zQ,34.3846703,35.8622531,بكفتين
بكفيا,المتن,ChIJlRceR-84HxURbpA8uodaBTk,33.9206106,35.6815313,بكفيا
بكفيا حي وادي شاهين,المتن,ChIJT7I-C4k4HxURJLMQFtTmXmY,33.93158,35.6929013,بكفيا حي وادي شاهين
بكيفا,الشوف,ChIJtX1oRurmHhURUvhSNQReyaM,33.593598,35.5023651,بكيفا
بلاط,مرجعيون,ChIJC1DER1LAHhURiigArr5q4n4,33.3861807,35.6006044,بلاط
بلوزا,بشري,ChIJZSGgkzYCIhURMPMLS0eA9Jc,34.2624887,35.9521471,بلوزا
بلونه,كسروان,ChIJE_SYMaA4HxURxPZ8Ahpig70,33.9490849,35.6743217,بلونه
بليبل,عاليه,ChIJg3pK_3AYHxURztsABkL6ehQ,33.8068149,35.5576616,بليبل
بليدا,مرجعيون,ChIJhfPwrMieHhURgPdcFgJIes8,33.1382442,35.5169211,بليدا
بمريم,بعبدا,ChIJ5zDd0lk6HxURBPJa3WDcWJ4,33.8313113,35.7172122,بمريم
بمكين,عاليه,ChIJ73lPvoMiHxURXuap8fcq0PQ,33.7971954,35.5697734,بمكين
بمهريه,عاليه,ChIJj7cnnhQlHxURtLiTo3Uj_wk,33.7566734,35.7172619,بمهريه
بنتاعل,جبيل,ChIJmfuhSKxbHxURAvimyJbrjyo,34.146023,35.693159,بنتاعل
بنشعي,زغرتا,ChIJZQNAAxj4IRURQgNeCAH8Q_Q,34.3339706,35.8940108,بنشعي
بنعفول,صيدا,ChIJGbX-M9rtHhURNkHA_TC7C4I,33.4820675,35.4209795,بنعفول
بنهران,الكوره,ChIJAfqcusn-IRURMsWyo4Cm2Nk,34.273553,35.8517338,بنهران
بنواتي,جزين,ChIJkyc18PLdHhUR3qXKhMN4Hrw,33.5762606,35.574845,بنواتي
بنويتي,الشوف,ChIJxT0iJs3hHhUR1wd_DRSsxEQ,33.6777756,35.5151043,بنويتي
بني حيان,مرجعيون,ChIJTQPH90WXHhUR7o3wgxJjJVg,33.2441916,35.4892229,بني حيان
بوارج,زحلة,ChIJ6a1PuVkxHxURHNohVrIJU-s,33.8121017,35.8242794,بوارج
بوداي,بعلبك,ChIJWSIJ5MioGBURYHUHxjHPwz0,34.0612351,36.0639121,بوداي
بوسيط,زغرتا,ChIJcY5CrToeIhURpNwVk6UQzCY,34.4383787,35.9261833,بوسيط
بياقوت,المتن,ChIJnfNABuc9HxURovK-EdTb4Yw,33.8956143,35.5855269,بياقوت
بيت الحاج,عكار,ChIJsxrKecc6IhURTjLzLnIuZhA,34.5617451,36.1031171,بيت الحاج
بيت الحوش,عكار,ChIJbcFG1CEiIhURqj_Wdw82vOY,34.4799789,36.0052834,بيت الحوش
بيت الدين,الشوف,ChIJg-Gfe8zYHhURuVFFiExoZmI,33.6948309,35.5812837,بيت الدين
بيت الشعار,المتن,ChIJ8z3h7_w-HxURaA1Te3Wv35Y,33.927652,35.6184496,بيت الشعار
بيت الفقس,الضنية,ChIJp83CbqYZIhURLvG-5GJOccM,34.3952734,36.0503398,بيت الفقس
بيت ايوب,عكار,ChIJifx2jxE8IhUR4i0icOkpvlA,34.4734832,36.1604677,بيت ايوب
بيت حباق,جبيل,ChIJVeo2CDBaHxURFMjWgslkUEQ,34.1641872,35.7085794,بيت حباق
بيت شاما,بعلبك,ChIJp_zoZUexGBURdPDgY3e0PBg,33.9188672,36.0239398,بيت شاما
بيت شلالا,البترون,ChIJf9oiMgz-IRURUD0UYaBNn74,34.223235,35.835875,بيت شلالا
بيت عبيد,زغرتا,ChIJRf5IVx8eIhURDnJOwZ-6DR8,34.4310721,35.9200476,بيت عبيد
بيت عوكر,زغرتا,ChIJQY8JJCAeIhUR2lRNwF41g8s,34.43276,35.9169174,بيت عوكر
بيت لهيا,راشيَا,ChIJFZ76lAvRHhUR5hj_9nFW3zo,33.4834713,35.8022205,بيت لهيا
بيت ليف,بنت جبيل,ChIJMZmf1XGCHhUR0lb-CAHe9Kg,33.1336733,35.3327275,بيت ليف
بيت مري,المتن,ChIJrwzzarM9HxURuNqfGACuGp4,33.869778,35.6080854,بيت مري
بيت مشيك,بعلبك,ChIJgUk1jemuGBUR_N2vlpy_uVc,34.0444582,36.0301164,بيت مشيك
بيت ملات,عكار,ChIJiWwOqTE6IhURULiRz2bDxrQ,34.529445,36.1628927,بيت ملات
بيت ياحون,بنت جبيل,ChIJc5WdPpKcHhURrtiGygBS6P0,33.1590378,35.4210971,بيت ياحون
بيت يونس,عكار,ChIJJe_aIWw8IhUREGJSoBO9Sh0,34.4754566,36.1493288,بيت يونس
بيصور,عاليه,ChIJ7eSmQggiHxUR_FVahYfwAk4,33.7635237,35.5677813,بيصور
بيقون,الشوف,ChIJz6egTTzeHhURnl1hoddiJfU,33.6165373,35.5821836,بيقون
بينو,عكار,ChIJczFy2PQ5IhUR5u7TAjfiFy0,34.5370788,36.1790095,بينو
تاشع,عكار,ChIJu0ZskWg5IhUR4gjOXYNmv7A,34.4979588,36.1880675,تاشع
تحويطة الغدير,بعبدا,ChIJhR_rsZQZHxURlhBRc-np-uo,33.8340853,35.4951531,تحويطة الغدير
تربل,زحلة,ChIJqRQRcTfKGBURZG6qNCckWn8,33.8177577,35.9837274,تربل
ترشيش,بعبدا,ChIJN192j1k2HxUR5hEXONhZkdo,33.875679,35.7972553,ترشيش
تعلبايا,زحلة,ChIJM7UrUH00HxURsG_68ncN1I0,33.816984,35.870943,تعلبايا
تعنايل,زحلة,ChIJnfBS-YIzHxURNHFv-BQuHQs,33.8007209,35.8692377,تعنايل
تعيد,جزين,ChIJe-oSYm3nHhURelyjp0q15AQ,33.57423,35.5456869,تعيد
تفاحتا,صيدا,ChIJZdE2X7byHhURtPJOm5Hksm8,33.4321276,35.3712046,تفاحتا
تكريت,عكار,ChIJx3b8Zck7IhURvkPK5Awz_iM,34.5188023,36.158254,تكريت
تل الاخضر,زحلة,ChIJ32ScbQguHxURzN-G6f-F8Nk,33.7342907,35.8264435,تل الاخضر
تلبيبة,عكار,ChIJXQAAIXomIhURGkqYVvom-TQ,34.587467,35.99671,تلبيبة
تلبيرة,عكار,ChIJ3cTDwUY2IhURaDLEs-GYqK8,34.5874342,36.2375594,تلبيرة
تلة وشطاحه,عكار,ChIJj28DvSY6IhUR7JRjyUUYr0s,34.5330125,36.1716452,تلة وشطاحه
تلعباس شرقي,عكار,ChIJYS5gZ1olIhURGEnKLqEwpuE,34.5835639,36.0771115,تلعباس شرقي
تلمعيان,عكار,ChIJJQCOEoYlIhURqjhQ9NJybcU,34.6001692,36.0361979,تلمعيان
تمنين التحتا,بعلبك,ChIJgcNN49W1GBURdumGJxqDnnQ,33.8847612,35.9924921,تمنين التحتا
تمنين الفوقا,بعلبك,ChIJ3y5H60C0GBURdF78RNsTYCQ,33.9041633,35.97913,تمنين الفوقا
تنوره,راشيَا,ChIJXXaY1qPRHhURQqegcUp-h2Y,33.474222,35.8030737,تنوره
تنورين التحتا,البترون,ChIJheicQsn_IRURnLpu7pZ4beI,34.2096334,35.8778671,تنورين التحتا
تنورين الفوقا,البترون,ChIJfy5G1H0AIhURDgILTD8Epjk,34.1819171,35.903508,تنورين الفوقا
تول,النبطية,ChIJN-H50zqTHhURlG_Qe4uF7B4,33.3894682,35.4456216,تول
تولا,البترون,ChIJ49aHotJZHxURmkpa7DszxkM,34.2006026,35.7304747,تولا
